"Id_Asistencia","Materia","Software","Profesor Encargado","Programa Curricular","Nivel académico","Fecha","Día de la semana","Horario","Número de participantes","Semestre","Semana del semestre","Nombre del monitor","Estado","","","","","","","","","","","",""
"AD20200249","Seminario de la investigación I y II","Latex","Karoll Gomez Portilla","Administración de Empresas","Posgrado","20/10/2020","Tuesday","11:00- 13:00","1","2020-II","9","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200250","Diseño, Gestión y Evaluación de proyectos","Ms Project","Juan Pablo Ramirez Cruz","Administración de Empresas","Pregrado","20/10/2020","Tuesday","06:30- 08:00","34","2020-II","9","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200251","Fundamentos de Contabilidad Financiera","Excel","Wendy Alejandra Trilleras Yara","Contaduría pública","Pregrado","20/10/2020","Tuesday","09:00- 11:00","38","2020-II","9","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20200252","Fundamentos de Contabilidad Financiera","Excel","Wendy Alejandra Trilleras Yara","Contaduría pública","Pregrado","21/10/2020","Wednesday","11:00- 13:00","34","2020-II","9","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/10/2020","Thursday","Ninguno","Ninguno","2020-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/10/2020","Friday","Ninguno","Ninguno","2020-II","9","Ninguno","","","","","","","","","","","","",""
"AD20200253","Econometría Avanzada I","R","Juan Manuel Julio Román","Economía","Posgrado","24/10/2020","Saturday","09:00- 11:00","30","2020-II","9","Fabian Triana","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/10/2020","Monday","Ninguno","Ninguno","2020-II","10","Ninguno","","","","","","","","","","","","",""
"AD20200254","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","27/10/2020","Tuesday","07:00- 09:00","29","2020-II","10","Fuad Mosquera","DICTADA","","","","","","","","","","","",""
"AD20200255","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","27/10/2020","Tuesday","09:00- 11:00","30","2020-II","10","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20200256","Responsabilidad Social Empresarial","Cesim Sim Power","Ana Maria Cely Saidiza","Administración de Empresas","Pregrado","28/10/2020","Wednesday","18:00- 20:00","25","2020-II","10","Vivian Lemuz","DICTADA","","","","","","","","","","","",""
"AD20200257","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","29/10/2020","Thursday","07:00- 09:00","31","2020-II","10","Fuad Mosquera","DICTADA","","","","","","","","","","","",""
"AD20200258","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","29/10/2020","Thursday","09:00- 11:00","34","2020-II","10","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20200259","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","29/10/2020","Thursday","18:00- 20:00","27","2020-II","10","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/10/2020","Friday","Ninguno","Ninguno","2020-II","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","31/10/2020","Saturday","Ninguno","Ninguno","2020-II","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/11/2020","Monday","Ninguno","Ninguno","2020-II","11","Ninguno","","","","","","","","","","","","",""
"AD20200260","Seminario de la investigación I y II","Latex","Karoll Gomez Portilla","Administración de Empresas","Posgrado","03/11/2020","Tuesday","11:00- 13:00","1","2020-II","11","Carlos Galindo","DICTADA","","","","","","","","","","","",""
"AD20200261","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","03/11/2020","Tuesday","18:00- 20:00","27","2020-II","11","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200262","Gestión de las Operaciones y la Producción II","SAP","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","03/11/2020","Tuesday","07:00- 09:00","27","2020-II","11","Heiler Gómez","DICTADA","","","","","","","","","","","",""
"AD20200263","Responsabilidad Social Empresarial","Cesim Sim Power","Ana Maria Cely Saidiza","Administración de Empresas","Pregrado","03/11/2020","Tuesday","18:00- 20:00","22","2020-II","11","Vivian Lemuz","DICTADA","","","","","","","","","","","",""
"AD20200264","Analitica de Marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","04/11/2020","Wednesday","16:00- 18:00","25","2020-II","11","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200265","Gestión de las Operaciones y la Producción II","SAP","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","05/11/2020","Thursday","07:00- 09:00","27","2020-II","11","Heiler Gómez","DICTADA","","","","","","","","","","","",""
"AD20200266","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","06/11/2020","Friday","07:00- 09:00","14","2020-II","11","Fuad Mosquera","DICTADA","","","","","","","","","","","",""
"AD20200267","Econometría Avanzada I","R","Juan Manuel Julio Román","Economía","Posgrado","07/11/2020","Saturday","09:00- 11:00","30","2020-II","11","Fabian Triana","DICTADA","","","","","","","","","","","",""
"AD20200268","Integración de áreas de negocio","Odoo","Martha Liliana Correa Ospina","Administración de Empresas","Posgrado","07/11/2020","Saturday","07:00- 09:00","8","2020-II","11","Fuad Mosquera","DICTADA","","","","","","","","","","","",""
"AD20200269","Investigación de mercados","R","Sandra Patricia Rojas Berrio","Administración de Empresas","Pregrado","09/11/2020","Monday","14:00- 16:00","32","2020-II","12","Fabian Triana","DICTADA","","","","","","","","","","","",""
"AD20200270","Gestión Avanzada de Proyectos","Cesim Project","Juan Pablo Ramirez Cruz","Administración de Empresas","Posgrado","10/11/2020","Tuesday","18:00- 20:00","22","2020-II","12","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20200271","Gestión de las Operaciones y la Producción I","Cesim Hospitality","Jose Stalin Rojas Amaya","Administración de Empresas","Pregrado","10/11/2020","Tuesday","16:00- 18:00","39","2020-II","12","Camila Cucaita","DICTADA","","","","","","","","","","","",""
"AD20200272","Analitica de Marketing basada en datos","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","11/11/2020","Wednesday","16:00- 18:00","25","2020-II","12","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200273","Diseño, Gestión y Evaluación de proyectos","Cesim Project","Juan Pablo Ramirez Cruz","Administración de Empresas","Pregrado","12/11/2020","Thursday","06:30- 08:00","36","2020-II","12","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20200274","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","12/11/2020","Thursday","07:00- 09:00","29","2020-II","12","Heiler Gómez","DICTADA","","","","","","","","","","","",""
"AD20200275","Integración de procesos empresariales en ERP","Tableau","Beatriz Helena Diaz","Administración de Empresas","Pregrado","13/11/2020","Friday","09:00- 11:00","20","2020-II","12","Camila Cucaita","DICTADA","","","","","","","","","","","",""
"AD20200276","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","13/11/2020","Friday","07:00- 09:00","24","2020-II","12","Fuad Mosquera","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/11/2020","Saturday","Ninguno","Ninguno","2020-II","12","Ninguno","","","","","","","","","","","","",""
"AD20200277","Gestión de las Operaciones y la Producción II","Littlefield","Julio Alberto Perea","Administración de Empresas","Pregrado","16/11/2020","Monday","14:00- 16:00","38","2020-II","13","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20200278","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","17/11/2020","Tuesday","07:00- 09:00","29","2020-II","13","Heiler Gómez","DICTADA","","","","","","","","","","","",""
"AD20200279","Seminario de la investigación I y II","Latex","Karoll Gomez Portilla","Administración de Empresas","Posgrado","17/11/2020","Tuesday","11:00- 13:00","1","2020-II","13","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200280","Integración de procesos empresariales en ERP","SAP Analytics Cloud","Beatriz Helena Diaz","Administración de Empresas","Pregrado","18/11/2020","Wednesday","09:00- 11:00","20","2020-II","13","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/11/2020","Thursday","Ninguno","Ninguno","2020-II","13","Ninguno","","","","","","","","","","","","",""
"AD20200281","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","20/11/2020","Friday","07:00- 09:00","9","2020-II","13","Fuad Mosquera","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","21/11/2020","Saturday","Ninguno","Ninguno","2020-II","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/11/2020","Monday","Ninguno","Ninguno","2020-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/11/2020","Tuesday","Ninguno","Ninguno","2020-II","14","Ninguno","","","","","","","","","","","","",""
"AD20200282","Fundamentos de Contabilidad de Gestión","Odoo","Diego Quintanilla","Contaduría pública","Pregrado","25/11/2020","Wednesday","11:00- 13:00","27","2020-II","14","Cristian Jimenez","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/11/2020","Thursday","Ninguno","Ninguno","2020-II","14","Ninguno","","","","","","","","","","","","",""
"AD20200283","Fundamentos de Contabilidad de Gestión","Odoo","Diego Quintanilla","Contaduría pública","Pregrado","27/11/2020","Friday","11:00- 13:00","27","2020-II","14","Nicolás Smith Sarmiento","DICTADA","","","","","","","","","","","",""
"AD20200284","Sistemas de Información Gerencial","SAP","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","27/11/2020","Friday","07:00- 09:00","10","2020-II","14","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/11/2020","Saturday","Ninguno","Ninguno","2020-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/11/2020","Monday","Ninguno","Ninguno","2020-II","15","Ninguno","","","","","","","","","","","","",""
"AD20200285","Seminario de la investigación I y II","Latex","Karoll Gomez Portilla","Administración de Empresas","Posgrado","01/12/2020","Tuesday","11:00- 13:00","1","2020-II","15","Carlos Galindo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/12/2020","Wednesday","Ninguno","Ninguno","2020-II","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/12/2020","Thursday","Ninguno","Ninguno","2020-II","15","Ninguno","","","","","","","","","","","","",""
"AD20200286","Sistemas de Información Gerencial","SAP","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","04/12/2020","Friday","07:00- 09:00","11","2020-II","15","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/12/2020","Saturday","Ninguno","Ninguno","2020-II","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/12/2020","Monday","Ninguno","Ninguno","2020-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/12/2020","Tuesday","Ninguno","Ninguno","2020-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/12/2020","Wednesday","Ninguno","Ninguno","2020-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/12/2020","Thursday","Ninguno","Ninguno","2020-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/12/2020","Friday","Ninguno","Ninguno","2020-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/12/2020","Saturday","Ninguno","Ninguno","2020-II","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/02/2021","Monday","Ninguno","Ninguno","2021-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/02/2021","Tuesday","Ninguno","Ninguno","2021-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/02/2021","Wednesday","Ninguno","Ninguno","2021-I","1","Ninguno","","","","","","","","","","","","",""
"AD20210101","Programa Curricular Contaduría Publica","Zoom","N/A","Contaduría Pública","Pregrado","25/02/2021","Thursday","13:00- 15:00","4","2021-I","1","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/02/2021","Friday","Ninguno","Ninguno","2021-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/02/2021","Saturday","Ninguno","Ninguno","2021-I","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/03/2021","Monday","Ninguno","Ninguno","2021-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/03/2021","Tuesday","Ninguno","Ninguno","2021-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/03/2021","Wednesday","Ninguno","Ninguno","2021-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/03/2021","Thursday","Ninguno","Ninguno","2021-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/03/2021","Friday","Ninguno","Ninguno","2021-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/03/2021","Saturday","Ninguno","Ninguno","2021-I","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/03/2021","Monday","Ninguno","Ninguno","2021-I","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/03/2021","Tuesday","Ninguno","Ninguno","2021-I","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/03/2021","Wednesday","Ninguno","Ninguno","2021-I","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/03/2021","Thursday","Ninguno","Ninguno","2021-I","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/03/2021","Friday","Ninguno","Ninguno","2021-I","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/03/2021","Saturday","Ninguno","Ninguno","2021-I","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/03/2021","Monday","Ninguno","Ninguno","2021-I","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/03/2021","Tuesday","Ninguno","Ninguno","2021-I","4","Ninguno","","","","","","","","","","","","",""
