"Id_Asistencia","Materia","Software","Profesor Encargado","Programa Curricular","Nivel académico","Fecha","Día de la semana","Horario","Número de participantes","Semestre","Semana del semestre","Nombre del monitor","Estado","","","","","","","","","","","",""
"AD20210140","Tesis de maestría","R","Camilo Ernesto Díaz","Economía","Posgrado","13/05/2021","Thursday","15:00- 17:00","1","2021-I","10","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/05/2021","Friday","Ninguno","Ninguno","2021-I","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/05/2021","Saturday","Ninguno","Ninguno","2021-I","10","Ninguno","","","","","","","","","","","","",""
"AD20210141","Investigación de mercados","R","Jonathan Olarte Henao","Administración de Empresas","Pregrado","17/05/2021","Monday","14:00- 16:00","1","2021-I","10","Richard Gonzalez","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/05/2021","Tuesday","Ninguno","Ninguno","2021-I","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","20/05/2021","Thursday","Ninguno","Ninguno","2021-I","10","Ninguno","","","","","","","","","","","","",""
"AD20210142","Investigación de mercados","Power BI","Martha Isabel Riaño Casallas","Administración de Empresas","Pregrado","21/05/2021","Friday","10:00- 11:00","1","2021-I","10","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/05/2021","Saturday","Ninguno","Ninguno","2021-I","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/05/2021","Monday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"AD20210143","Decisiones y comportamiento","OpenSesame","Mario Garcia","Economía","Pregrado","25/05/2021","Tuesday","18:00- 20:00","13","2021-I","11","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/05/2021","Wednesday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"AD20210144","Tesis de maestría","R","Camilo Ernesto Díaz","Economía","Posgrado","27/05/2021","Thursday","15:00- 17:00","1","2021-I","11","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"AD20210145","Decisiones y comportamiento","OpenSesame","Mario Garcia","Economía","Pregrado","27/05/2021","Thursday","18:00- 20:00","13","2021-I","11","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/05/2021","Friday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","29/05/2021","Saturday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"AD20210146","Tesis de maestría","R","Camilo Ernesto Díaz","Economía","Posgrado","31/05/2021","Monday","16:00- 18:00","1","2021-I","11","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/06/2021","Tuesday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/06/2021","Wednesday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/06/2021","Thursday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"AD20210147","Investigación de mercados","Power BI","Martha Isabel Riaño Casallas","Administración de Empresas","Pregrado","04/06/2021","Friday","10:00- 11:00","1","2021-I","11","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/06/2021","Saturday","Ninguno","Ninguno","2021-I","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/06/2021","Monday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/06/2021","Tuesday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/06/2021","Wednesday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/06/2021","Thursday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/06/2021","Friday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/06/2021","Saturday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/06/2021","Monday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/06/2021","Tuesday","Ninguno","Ninguno","2021-I","12","Ninguno","","","","","","","","","","","","",""
"AD20210148","Sistemas de Información Gerencial","Tableau","Beatriz Helena Diaz","Administración de Empresas","Pregrado","16/06/2021","Wednesday","09:00- 11:00","14","2021-I","12","Juan Alberto Barrera","DICTADA","","","","","","","","","","","",""
"AD20210149","Investigación de mercados","Power BI","Martha Isabel Riaño Casallas","Administración de Empresas","Pregrado","18/06/2021","Friday","10:00- 11:00","1","2021-I","12","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20210150","Sistemas de Información Gerencial","SAP","Beatriz Helena Diaz","Administración de Empresas","Pregrado","18/06/2021","Friday","09:00- 11:00","14","2021-I","12","Juan Alberto Barrera","DICTADA","","","","","","","","","","","",""
"AD20210151","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","22/06/2021","Tuesday","07:00- 09:00","22","2021-I","13","Verónica Sánchez","DICTADA","","","","","","","","","","","",""
"AD20210152","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","22/06/2021","Tuesday","07:00- 09:00","21","2021-I","13","Verónica Sánchez","DICTADA","","","","","","","","","","","",""
"AD20210153","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","24/06/2021","Thursday","09:00- 11:00","14","2021-I","13","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20210154","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","24/06/2021","Thursday","09:00- 11:00","17","2021-I","13","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20210155","Investigación de mercados","Power BI","Martha Isabel Riaño Casallas","Administración de Empresas","Pregrado","25/06/2021","Friday","10:00- 11:00","1","2021-I","13","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/06/2021","Saturday","Ninguno","Ninguno","2021-I","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/06/2021","Monday","Ninguno","Ninguno","2021-I","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","29/06/2021","Tuesday","Ninguno","Ninguno","2021-I","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/06/2021","Wednesday","Ninguno","Ninguno","2021-I","13","Ninguno","","","","","","","","","","","","",""
"AD20210156","Asistencia Personalizada","R","Carol Nataly Prada","Economía","Pregrado","01/07/2021","Thursday","16:00- 18:00","1","2021-I","13","Jaime Andrés Fierro","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/07/2021","Friday","Ninguno","Ninguno","2021-I","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/07/2021","Saturday","Ninguno","Ninguno","2021-I","13","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/07/2021","Monday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/07/2021","Tuesday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/07/2021","Wednesday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"AD20210157","Gestión de las Operaciones y la Producción II","SAP","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","08/07/2021","Thursday","07:00- 09:00","24","2021-I","14","Sebastián García Parra","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/07/2021","Friday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/07/2021","Saturday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/07/2021","Monday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"AD20210158","Gestión de las Operaciones y la Producción II","SAP","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","13/07/2021","Tuesday","07:00- 09:00","24","2021-I","14","Sebastián García Parra","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/07/2021","Wednesday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/07/2021","Thursday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/07/2021","Friday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","17/07/2021","Saturday","Ninguno","Ninguno","2021-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/07/2021","Monday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","20/07/2021","Tuesday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"AD20210159","Fundamentos de contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Administración de Empresas","Pregrado","21/07/2021","Wednesday","14:00- 16:00","26","2021-I","15","Pamela Andrea Escobar","DICTADA","","","","","","","","","","","",""
"AD20210160","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","22/07/2021","Thursday","07:00- 09:00","27","2021-I","15","Valeria Moya Aristizabal","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/07/2021","Friday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/07/2021","Saturday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/07/2021","Monday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"AD20210161","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","27/07/2021","Tuesday","18:00- 20:00","31","2021-I","15","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20210162","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","27/07/2021","Tuesday","07:00- 09:00","21","2021-I","15","Valeria Moya Aristizabal","DICTADA","","","","","","","","","","","",""
"AD20210163","Analitica de Marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","28/07/2021","Wednesday","07:00- 09:00","8","2021-I","15","Jaime Andrés Fierro","DICTADA","","","","","","","","","","","",""
"AD20210171","Analitica de Marketing basada en datos","Phyton","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","28/07/2021","Wednesday","07:00- 09:00","8","2021-I","15","Jaime Andrés Fierro","DICTADA","","","","","","","","","","","",""
"AD20210164","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","29/07/2021","Thursday","07:00- 09:00","22","2021-I","15","Valeria Moya Aristizabal","DICTADA","","","","","","","","","","","",""
"AD20210165","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","29/07/2021","Thursday","18:00- 20:00","33","2021-I","15","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","31/07/2021","Saturday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/08/2021","Monday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"AD20210166","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","03/08/2021","Tuesday","07:00- 09:00","23","2021-I","15","Valeria Moya Aristizabal","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/08/2021","Wednesday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"AD20210167","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","05/08/2021","Thursday","07:00- 09:00","31","2021-I","15","Valeria Moya Aristizabal","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/08/2021","Friday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/08/2021","Saturday","Ninguno","Ninguno","2021-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/08/2021","Monday","Ninguno","Ninguno","2021-I","16","Ninguno","","","","","","","","","","","","",""
"AD20210168","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","10/08/2021","Tuesday","11:00- 13:00","12","2021-I","16","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/08/2021","Wednesday","Ninguno","Ninguno","2021-I","16","Ninguno","","","","","","","","","","","","",""
"AD20210169","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","12/08/2021","Thursday","11:00- 13:00","13","2021-I","16","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20210170","Personal Administrativo","Zoom","Javier Santiago Clavijo","Personal Administrativo","Posgrado","12/08/2021","Thursday","18:00- 20:00","10","2021-I","16","Karen Dayanna Albarracín","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/08/2021","Friday","Ninguno","Ninguno","2021-I","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/08/2021","Saturday","Ninguno","Ninguno","2021-I","16","Ninguno","","","","","","","","","","","","",""
"AD20210201","Escuela de Economía","Moodle","Nancy Milena Hoyos Gómez","Economía","Pregrado","27/09/2021","Monday","18:00-20:00","8","2021-II","1","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20210172","Escuela de Economía","Meet","Nancy Milena Hoyos Gómez","Economía","Pregrado","28/09/2021","Tuesday","16:00- 18:00","8","2021-II","1","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210202","Escuela de Economía","Zoom","Nancy Milena Hoyos Gómez","Economía","Pregrado","28/09/2021","Tuesday","16:00- 18:00","8","2021-II","1","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210203","Asistencia Personalizada","Cesim Hospitality","Jose Stalin Rojas Amaya","Administración de empresas","Pregrado","29/09/2021","Wednesday","09:00- 11:00","1","2021-II","1","Laura Vannesa Contreras","DICTADA","","","","","","","","","","","",""
"AD20210204","Escuela de Economía","Drive","Nancy Milena Hoyos Gómez","Economía","Pregrado","29/09/2021","Wednesday","14:00- 16:00","8","2021-II","1","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210205","Escuela de Economía","Classroom","Nancy Milena Hoyos Gómez","Economía","Pregrado","30/09/2021","Thursday","16:00- 18:00","8","2021-II","1","Juan Andrés Martínez","DICTADA","","","","","","","","","","","",""
"AD20210206","Escuela de Economía","Drive","Nancy Milena Hoyos Gómez","Economía","Pregrado","30/09/2021","Thursday","18:00- 20:00","8","2021-II","1","Juan Andrés Martínez","DICTADA","","","","","","","","","","","",""
"AD20210207","Gestión de las Operaciones y la Producción I","Matlab","Jose Stalin Rojas Amaya","Administración de empresas","Pregrado","30/09/2021","Thursday","09:00- 11:00","1","2021-II","1","Natalia Bermúdez","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/10/2021","Saturday","Ninguno","Ninguno","2021-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/10/2021","Monday","Ninguno","Ninguno","2021-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/10/2021","Tuesday","Ninguno","Ninguno","2021-II","1","Ninguno","","","","","","","","","","","","",""
"AD20210223","Quinta Simulación empresarial","Cesim Retail","Anna Sofía Cuello","Administración de empresas","Pregrado","06/10/2021","Wednesday","18:00- 20:00","31","2021-II","1","Laura Vannesa Contreras","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/10/2021","Thursday","Ninguno","Ninguno","2021-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/10/2021","Friday","Ninguno","Ninguno","2021-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/10/2021","Saturday","Ninguno","Ninguno","2021-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/10/2021","Monday","Ninguno","Ninguno","2021-II","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/10/2021","Tuesday","Ninguno","Ninguno","2021-II","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/10/2021","Wednesday","Ninguno","Ninguno","2021-II","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/10/2021","Thursday","Ninguno","Ninguno","2021-II","2","Ninguno","","","","","","","","","","","","",""
"AD20210224","Grupo de Estudio UNITARUM","Microsoft Project","Verónica Sánchez","Administración de empresas","Pregrado","15/10/2021","Friday","11:00- 13:00","12","2021-II","2","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210208","Internacionalización de la empresa","Cesim Global Challenge","Richard Gustavo Ardila","Administración de empresas","Pregrado","16/10/2021","Saturday","11:00-13:00","34","2021-II","2","Marcela Catalina Vargas","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/10/2021","Monday","Ninguno","Ninguno","2021-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/10/2021","Tuesday","Ninguno","Ninguno","2021-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","20/10/2021","Wednesday","Ninguno","Ninguno","2021-II","3","Ninguno","","","","","","","","","","","","",""
"AD20210227","Grupo de Estudio UNITARUM","Excel","Verónica Sánchez","Administración de empresas","Pregrado","21/10/2021","Thursday","09:00- 11:00","6","2021-II","3","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210228","Grupo de Estudio UNITARUM","Excel Macros","Verónica Sánchez","Administración de empresas","Pregrado","22/10/2021","Friday","09:00- 11:00","6","2021-II","3","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/10/2021","Saturday","Ninguno","Ninguno","2021-II","3","Ninguno","","","","","","","","","","","","",""
"AD20210230","Internacionalización de la empresa","Cesim Global Challenge","Germán Nova Caldas","Administración de empresas","Pregrado","25/10/2021","Monday","18:00-20:00","36","2021-II","4","Juan Andrés Martínez","DICTADA","","","","","","","","","","","",""
"AD20210231","Quinta Simulación empresarial","Cesim Service","Anna Sofía Cuello","Administración de empresas","Pregrado","25/10/2021","Monday","19:00- 21:00","17","2021-II","4","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/10/2021","Tuesday","Ninguno","Ninguno","2021-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/10/2021","Wednesday","Ninguno","Ninguno","2021-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/10/2021","Thursday","Ninguno","Ninguno","2021-II","4","Ninguno","","","","","","","","","","","","",""
"AD20210225","Grupo de Estudio UNITARUM","Python","Verónica Sánchez","Administración de empresas","Pregrado","29/10/2021","Friday","11:00- 13:00","4","2021-II","4","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210232","Teoría de la organización","Herramientas de diseño","Jeisson Rincón","Administración de empresas","Pregrado","29/10/2021","Friday","14:00-16:00","31","2021-II","4","Estefanía Castañeda","DICTADA","","","","","","","","","","","",""
"AD20210209","Internacionalización de la empresa","Cesim Global Challenge","Richard Gustavo Ardila","Administración de empresas","Pregrado","30/10/2021","Saturday","11:00-13:00","12","2021-II","4","Marcela Catalina Vargas","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/11/2021","Monday","Ninguno","Ninguno","2021-II","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/11/2021","Tuesday","Ninguno","Ninguno","2021-II","5","Ninguno","","","","","","","","","","","","",""
"AD20210236","Administración de personal I","HR Management","Martha Isabel Riaño Casallas","Administración de empresas","Pregrado","03/11/2021","Wednesday","11:00- 13:00","44","2021-II","5","Marcela Catalina Vargas","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/11/2021","Thursday","Ninguno","Ninguno","2021-II","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/11/2021","Saturday","Ninguno","Ninguno","2021-II","5","Ninguno","","","","","","","","","","","","",""
"AD20210210","Investigación de mercados","NVivo","Sandra Patricia Rojas Berrio","Administración de empresas","Pregrado","08/11/2021","Monday","14:00- 17:00","41","2021-II","6","Valentina Cardona","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/11/2021","Tuesday","Ninguno","Ninguno","2021-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/11/2021","Wednesday","Ninguno","Ninguno","2021-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/11/2021","Thursday","Ninguno","Ninguno","2021-II","9","Ninguno","","","","","","","","","","","","",""
"AD20210260","Cátedra del Egresado","Stream Yard","Jose Stalin Rojas Amaya","Administración de empresas","Pregrado","12/11/2021","Friday","11:00- 13:00","4","2021-II","9","Verónica Sánchez","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/11/2021","Saturday","Ninguno","Ninguno","2021-II","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/11/2021","Monday","Ninguno","Ninguno","2021-II","10","Ninguno","","","","","","","","","","","","",""
"AD20210276","Productividad Industrial","R","Bertha Viviana Ruales Guzman","Administración de Empresas","Posgrado","16/11/2021","Tuesday","16:00- 18:00","1","2021-II","10","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210211","Fundamentos de contabilidad financiera","Excel","Yessica Daza","Contaduría pública","Pregrado","16/11/2021","Tuesday","07:00- 09:00","30","2021-II","10","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210262","Termodinámica","Excel","Tatiana Martinez Moreno","Ingeniería Química","Pregrado","16/11/2021","Tuesday","11:00- 13:00","2","2021-II","10","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210263","Termodinámica","Excel Macros","Tatiana Martinez Moreno","Ingeniería Química","Pregrado","17/11/2021","Wednesday","14:00- 16:00","2","2021-II","10","Anna Cuello","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","17/11/2021","Wednesday","Ninguno","Ninguno","2021-II","10","Ninguno","","","","","","","","","","","","",""
"AD20210234","Diseño, gestión y evaluación de proyectos","Ms Project","Liliana Patricia Chacón Gonzales","Administración de empresas","Pregrado","18/11/2021","Thursday","16:00- 18:00","38","2021-II","10","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/11/2021","Friday","Ninguno","Ninguno","2021-II","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","20/11/2021","Saturday","Ninguno","39","2021-II","10","Ninguno","","","","","","","","","","","","",""
"AD20210242","Fundamentos de Finanzas","Cesim Bank","María del Pilar Corredor García","Contaduría Pública","Pregrado","22/11/2021","Monday","16:00- 18:00","36","2021-II","11","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210243","Fundamentos de Finanzas","Cesim Bank","María del Pilar Corredor García","Contaduría Pública","Pregrado","22/11/2021","Monday","18:00- 20:00","39","2021-II","11","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210247","Analitica de Marketing basada en datos","Power BI","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","22/11/2021","Monday","18:00- 20:00","22","2021-II","11","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20210264","Gestión de las Operaciones y la Producción I","Cesim Hospitality","Diego Edixon Karachas","Administración de Empresas","Pregrado","22/11/2021","Monday","07:00- 09:00","34","2021-II","11","Laura Vannesa Contreras","DICTADA","","","","","","","","","","","",""
"AD20210235","Diseño, gestión y evaluación de proyectos","Ms Project","Liliana Patricia Chacón Gonzales","Administración de empresas","Pregrado","23/11/2021","Tuesday","16:00- 18:00","31","2021-II","11","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
